"hgnc_symbol","uniprotswissprot","go_id","name_1006","definition_1006"
"TNF","P01375","GO:0044212","transcription regulatory region DNA binding","Interacting selectively and non-covalently with a DNA region that regulates the transcription of a region of DNA, which may be a gene, cistron, or operon. Binding may occur as a sequence specific interaction or as an interaction observed only once a factor has been recruited to the DNA by other factors. [GOC:jl, GOC:txnOH, SO:0005836]"
"TNF","P01375","GO:0000165","MAPK cascade","An intracellular protein kinase cascade containing at least a MAPK, a MAPKK and a MAP3K. The cascade can also contain two additional tiers: the upstream MAP4K and the downstream MAP Kinase-activated kinase (MAPKAPK). The kinases in each tier phosphorylate and activate the kinases in the downstream tier to transmit a signal within a cell. [GOC:bf, GOC:mtg_signaling_feb11, PMID:20811974, PMID:9561267]"
"TNF","P01375","GO:0045892","negative regulation of transcription, DNA-templated","Any process that stops, prevents, or reduces the frequency, rate or extent of cellular DNA-templated transcription. [GOC:go_curators, GOC:txnOH]"
"TNF","P01375","GO:0043280","positive regulation of cysteine-type endopeptidase activity involved in apoptotic process","Any process that activates or increases the activity of a cysteine-type endopeptidase involved in the apoptotic process. [GOC:jl, GOC:mtg_apoptosis]"
"TNF","P01375","GO:0043123","positive regulation of I-kappaB kinase/NF-kappaB signaling","Any process that activates or increases the frequency, rate or extent of I-kappaB kinase/NF-kappaB signaling. [GOC:jl]"
"TNF","P01375","GO:0006919","activation of cysteine-type endopeptidase activity involved in apoptotic process","Any process that initiates the activity of the inactive enzyme cysteine-type endopeptidase in the context of an apoptotic process. [GOC:al, GOC:dph, GOC:jl, GOC:mtg_apoptosis, GOC:tb, PMID:14744432, PMID:18328827, Wikipedia:Caspase]"
"TNF","P01375","GO:2001240","negative regulation of extrinsic apoptotic signaling pathway in absence of ligand","Any process that stops, prevents or reduces the frequency, rate or extent of extrinsic apoptotic signaling pathway in absence of ligand. [GOC:mtg_apoptosis]"
"TNF","P01375","GO:0043406","positive regulation of MAP kinase activity","Any process that activates or increases the frequency, rate or extent of MAP kinase activity. [GOC:dph, GOC:go_curators]"
"TNF","P01375","GO:0045672","positive regulation of osteoclast differentiation","Any process that activates or increases the frequency, rate or extent of osteoclast differentiation. [GOC:go_curators]"
"TNF","P01375","GO:0010803","regulation of tumor necrosis factor-mediated signaling pathway","Any process that modulates the rate or extent of the tumor necrosis factor-mediated signaling pathway. The tumor necrosis factor-mediated signaling pathway is the series of molecular signals generated as a consequence of tumor necrosis factor binding to a cell surface receptor. [GOC:dph, GOC:tb]"
"TNF","P01375","GO:0030866","cortical actin cytoskeleton organization","A process that is carried out at the cellular level which results in the assembly, arrangement of constituent parts, or disassembly of actin-based cytoskeletal structures in the cell cortex, i.e. just beneath the plasma membrane. [GOC:dph, GOC:jl, GOC:mah, GOC:pf]"
"TNF","P01375","GO:0035509","negative regulation of myosin-light-chain-phosphatase activity","Any process that stops, prevents, or reduces the frequency, rate or extent of myosin-light-chain-phosphatase activity. [GOC:bf, GOC:go_curators]"
"TNF","P01375","GO:1903140","regulation of establishment of endothelial barrier","Any process that modulates the frequency, rate or extent of establishment of endothelial barrier. [GO_REF:0000058, GOC:als, GOC:TermGenie, PMID:24851274]"
"TNF","P01375","GO:1903347","negative regulation of bicellular tight junction assembly","Any process that stops, prevents or reduces the frequency, rate or extent of tight junction assembly. [GO_REF:0000058, GOC:jz, GOC:TermGenie, PMID:25050009]"
"TNF","P01375","GO:0001819","positive regulation of cytokine production","Any process that activates or increases the frequency, rate or extent of production of a cytokine. [GOC:add, ISBN:0781735149]"
"TNF","P01375","GO:0097527","necroptotic signaling pathway","A series of molecular signals which triggers the necroptotic death of a cell. The pathway starts with reception of a signal, is characterized by activation of receptor-interacting serine/threonine-protein kinase 1 and/or 3 (RIPK1/3, also called RIP1/3), and ends when the execution phase of necroptosis is triggered. [GOC:mtg_apoptosis, PMID:20823910]"
"TNF","P01375","GO:0043507","positive regulation of JUN kinase activity","Any process that activates or increases the frequency, rate or extent of JUN kinase activity. [GOC:jl]"
"TNF","P01375","GO:0045429","positive regulation of nitric oxide biosynthetic process","Any process that activates or increases the frequency, rate or extent of the chemical reactions and pathways resulting in the formation of nitric oxide. [GOC:go_curators]"
"TNF","P01375","GO:1901224","positive regulation of NIK/NF-kappaB signaling","Any process that activates or increases the frequency, rate or extent of NIK/NF-kappaB signaling. [GOC:TermGenie]"
"TNF","P01375","GO:0051044","positive regulation of membrane protein ectodomain proteolysis","Any process that activates or increases the frequency, rate or extent of membrane protein ectodomain peptidolysis. [GOC:ai]"
"TNF","P01375","GO:0005887","integral component of plasma membrane","The component of the plasma membrane consisting of the gene products and protein complexes having at least some part of their peptide sequence embedded in the hydrophobic region of the membrane. [GOC:dos, GOC:go_curators]"
"TNF","P01375","GO:0050995","negative regulation of lipid catabolic process","Any process that stops, prevents, or reduces the frequency, rate or extent of the chemical reactions and pathways resulting in the breakdown of lipids. [GOC:ai]"
"TNF","P01375","GO:0045121","membrane raft","Any of the small (10-200 nm), heterogeneous, highly dynamic, sterol- and sphingolipid-enriched membrane domains that compartmentalize cellular processes. Small rafts can sometimes be stabilized to form larger platforms through protein-protein and protein-lipid interactions. [PMID:16645198, PMID:20044567]"
"TNF","P01375","GO:0072659","protein localization to plasma membrane","A process in which a protein is transported to, or maintained in, a specific location in the plasma membrane. [GOC:mah]"
"TNF","P01375","GO:2000304","positive regulation of ceramide biosynthetic process","Any process that activates or increases the frequency, rate or extent of ceramide biosynthetic process. [GOC:dph]"
"TNF","P01375","GO:0002020","protease binding","Interacting selectively and non-covalently with any protease or peptidase. [GOC:hjd]"
"TNF","P01375","GO:0000060","protein import into nucleus, translocation","A protein transport process that contributes to protein import into the nucleus, and that results in the vectorial transfer of a cargo-carrier protein complex through the nuclear pore complex from the cytoplasmic side to the nucleoplasmic side of the nuclear envelope. [GOC:curators, ISBN:0198506732, PMID:14570049, PMID:9126736]"
"TNF","P01375","GO:0048661","positive regulation of smooth muscle cell proliferation","Any process that activates or increases the rate or extent of smooth muscle cell proliferation. [CL:0000192, GOC:ebc]"
