InteractorA	InteractorB	Sources	CrossConfidence	StandardConfidence	PublicationCount	Publications
P84022	Q06710	Hprd	2	2	1	14623893
Q969T9	Q06710	Hprd	2	2	1	14531730
P11831	P54821	Hprd	2	2	1	9334314
O15525	P54821	Hprd	2	2	1	11036080
Q9ULX9	P54821	Hprd	2	2	1	11036080
Q06141	P05451	Hprd	1	1	1	10662590
Q99895	P00995	Hprd	2	2	1	2093478
P98073	P00995	Hprd	2	2	1	2093478
Q8IZ57	P00995	Hprd	2	2	1	1870127
Q9UKU6	Q06141	Hprd	1	1	1	10662590
Q12986	P26378	Hprd	2	2	1	15358174
P40305	P24385	Hprd	2	2	1	9837900
P34741	P01008	Hprd	2	2	1	1315572
P10244	P24385	Hprd	2	2	1	10645009
P17612	P24385	Hprd	2	2	1	8058338
P20151	P01008	Hprd	2	2	1	9428387
Q13618	P24385	Hprd	2	2	1	10500095
Q9Y222	P24385	Hprd	2	2	1	8887674
P00747	P01008	Hprd	2	2	1	10974350
P07288	P12272	Hprd	2	2	2	8753751, 8683730
P42574	P32926	Hprd	2	2	1	11500511
P17252	P19021	Hprd	2	2	1	8530412
Q8TAS1	P19021	Hprd	1	1	1	10574929
P27986	Q9BW27	Hprd	2	2	1	7592789
P08670	Q9BW27	Hprd	2	2	1	12706117
P17612	Q9BW27	Hprd	2	2	1	10753751
Q9Y6G9	Q9BW27	Hprd	2	2	1	10893222
P17612	O60240	Hprd	2	2	1	11751901
P23942	P41219	Hprd	2	2	1	10681511
P12110	P28288	Hprd	2	2	1	12176987
Q9UBJ2	P28288	Hprd	1	1	1	10551832
P63104	P20941	Hprd	2	2	2	11287646, 11331285
P17612	P20941	Hprd	2	2	2	2394752, 11331285
O75487	P13686	Hprd	2	2	1	12009023
P80108	P05187	Hprd	2	2	1	11938765
P07737	P27986	Hprd	2	2	1	9801792
P29597	P27986	Hprd	2	2	1	10995743
P01730	P27986	Hprd	2	2	1	8246987
P32780	P27986	Hprd	2	2	1	10467411
P23258	P27986	Hprd	2	2	1	7592789
Q7Z444	P27986	Hprd	2	2	1	12774123
Q04912	P27986	Hprd	2	2	1	8918464
Q02763	P27986	Hprd	1	1	1	10521483
P35590	P27986	Hprd	2	2	1	11865050
Q9UBY0	P27986	Hprd	2	2	1	10187839
Q96PE3	P27986	Hprd	2	2	1	10097090
Q15573	O15446	Hprd	2	2	1	15226435
Q14289	P27986	Hprd	2	2	1	10797305
Q9NPH3	P27986	Hprd	2	2	1	10373529
Q9Y5K6	P27986	Hprd	2	2	1	10339567
O14964	P27986	Hprd	2	2	1	10970851
O75674	P27986	Hprd	2	2	1	11711534
Q6PIZ9	P27986	Hprd	2	2	2	10723796, 9687533
Q6ZUJ8	P27986	Hprd	2	2	1	11163197
Q8WWW8	P27986	Hprd	2	2	1	11739737
P35813	P27986	Hprd	2	2	1	15016818
Q9Y2W2	P27986	Hprd	2	2	1	11375989
P09619	P42336	Hprd	2	2	1	8702949
Q05655	P42336	Hprd	2	2	1	11676480
Q96B97	P42336	Hprd	2	2	1	10921882
O14807	P42336	Hprd	2	2	1	10803462
P18505	P42336	Hprd	2	2	1	11606067
P17252	O60825	Hprd	2	2	1	1322130
P54646	O60825	Hprd	2	2	2	12853467, 1322130
P17612	O60825	Hprd	2	2	2	12853467, 1322130
Q13131	O60825	Hprd	2	2	2	12853467, 1322130
P14672	P23528	Hprd	2	2	1	16396496
P63167	Q01813	Hprd	2	2	1	14760703
P14672	P62987	Hprd	2	2	1	16396496
P14672	Q66K74	Hprd	2	2	1	16396496
Q06124	P17181	Hprd	2	2	1	9029147
P23297	P26678	Hprd	2	2	1	12804600
P17612	P26678	Hprd	2	2	2	3759968, 9468536
P21810	P04054	Hprd	2	2	1	9848887
Q9Y263	P04054	Hprd	2	2	1	2052621
P14672	Q9BXJ0	Hprd	2	2	1	16396496
P29350	P17181	Hprd	2	2	2	9029147, 8524272
P14672	Q8IYX3	Hprd	2	2	1	16396496
Q13018	P14555	Hprd	2	2	1	7721806
P10747	P19174	Hprd	2	2	1	8386518
P32780	P19174	Hprd	2	2	1	10467411
P17600	P19174	Hprd	2	2	1	10899172
Q00169	P19174	Hprd	2	2	1	7761838
P28482	P17181	Hprd	2	2	1	9029147
Q08345	P19174	Hprd	2	2	1	10783152
P09958	Q14315	Hprd	1	1	1	9412467
O75553	P19174	Hprd	2	2	1	15062102
Q99490	P19174	Hprd	2	2	1	11823862
Q9UKW4	P19174	Hprd	2	2	1	11094073
O60641	P19174	Hprd	2	2	1	11779129
O60763	P19174	Hprd	2	2	1	12507498
P17612	P17181	Hprd	2	2	1	9029147
O14512	P19174	Hprd	2	2	1	9344857
Q13507	P19174	Hprd	1	1	2	15744307, 15766521
P14672	P48735	Hprd	2	2	1	16396496
Q8NCP5	Q15797	Hprd	1	1	1	15231748
Q16816	Q16816	Hprd	2	2	1	7935360
P46109	P17181	Hprd	2	2	1	11167825
Q99895	Q16816	Hprd	2	2	1	2365696
O75928	Q8TAD8	Hprd	1	1	1	15231748
Q15751	Q13571	Hprd	1	1	1	15231748
P00747	P35237	Hprd	2	2	1	7548163
P04070	P35237	Hprd	2	2	1	7548163
P00749	P35237	Hprd	2	2	1	7548163
P00742	P35237	Hprd	2	2	1	8136380
P27824	P15260	Hprd	2	2	1	8136357
O60716	P14923	Hprd	2	2	1	7876318
P98161	P14923	Hprd	2	2	1	11274246
P38484	P15260	Hprd	2	2	1	7673114
P00747	P00747	Hprd	2	2	2	11729324, 9737862
P00750	P00747	Hprd	2	2	1	11928826
P04156	P00747	Hprd	2	2	1	11100730
P07288	P00747	Hprd	2	2	1	10604721
P09237	P00747	Hprd	2	2	2	9360944, 9548733
P05452	P00747	Hprd	2	2	1	10964919
P00749	P00747	Hprd	2	2	3	3920216, 2829380, 4226004
Q4VCS5	P00747	Hprd	2	2	1	11257124
P00747	Q15113	Hprd	2	2	1	10625689
P00747	Q16819	Hprd	2	2	1	12189145
P00747	P55085	Hprd	2	2	3	12604689, 10978167, 9020112
Q99574	P00747	Hprd	2	2	1	12228252
Q9UIV8	P00747	Hprd	2	2	1	10512713
P05155	P00747	Hprd	2	2	1	9234243
P01138	P00747	Hprd	2	2	1	11729324
P48307	P00747	Hprd	2	2	1	8555184
Q9Y265	P00747	Hprd	2	2	1	11027681
Q9H5V8	P00747	Hprd	2	2	1	14739293
P29466	P05549	Hprd	2	2	1	11438643
P08254	P05121	Hprd	2	2	1	10967118
P98164	P05121	Hprd	2	2	1	8344937
Q9NZR2	P05121	Hprd	2	2	1	11384978
P28482	P00750	Hprd	2	2	1	15861134
P09486	P00750	Hprd	2	2	1	2745554
P27361	P00750	Hprd	2	2	1	15861134
Q9NZR2	P00750	Hprd	2	2	1	11384978
Q07065	P00750	Hprd	2	2	1	12913003
Q14653	P05120	Hprd	1	1	1	12883638
P04004	Q03405	Hprd	2	2	1	8830783
P39900	Q03405	Hprd	2	2	1	12195704
Q9NZR2	Q03405	Hprd	2	2	2	11384978, 12194987
P36575	P25105	Hprd	2	2	1	11729201
P49798	P25105	Hprd	2	2	1	11297424
P42574	P05549	Hprd	2	2	1	11438643
P53618	P09619	Hprd	2	2	1	9207175
Q99933	P09619	Hprd	2	2	1	8947043
Q13442	P09619	Hprd	2	2	1	11331882
P55212	P05549	Hprd	2	2	1	11438643
P17706	P09619	Hprd	2	2	2	14966296, 15588985
Q9GZP0	P09619	Hprd	2	2	1	14514732
P09486	P04085	Hprd	2	2	1	1311092
P51452	P04085	Hprd	2	2	1	1281549
Q9H0M0	P05549	Hprd	2	2	1	9169421
P10124	P02776	Hprd	2	2	1	8613703
O00308	P05549	Hprd	2	2	1	9169421
P12931	P05106	Hprd	2	2	1	11723131
P21980	P05106	Hprd	2	2	1	10684262
Q96QZ7	P05549	Hprd	2	2	1	9169421
P41231	P05106	Hprd	2	2	1	11331301
P98082	P05106	Hprd	2	2	1	12606711
Q99704	P05106	Hprd	2	2	1	12606711
O75553	P05106	Hprd	2	2	1	12606711
P49757	P05106	Hprd	2	2	1	12606711
O15530	P05106	Hprd	2	2	1	10896934
Q9Y5C1	P05106	Hprd	2	2	1	11877390
P06756	P16234	Hprd	2	2	1	11953315
Q15464	P16234	Hprd	2	2	1	10837138
Q14449	P16234	Hprd	2	2	1	8647858
P07996	P16671	Hprd	2	2	2	10772961, 10487979
Q5SW96	P05549	Hprd	2	2	1	12221107
P12931	P16671	Hprd	2	2	1	7521304
P63104	P40197	Hprd	2	2	1	9425086
P51808	P15151	Hprd	2	2	1	11751937
O95208	P05549	Hprd	2	2	1	10567358
P19793	P09874	Hprd	2	2	1	10082530
P02654	P02652	Hprd	2	2	1	6789904
Q8N436	O15198	Hprd	1	1	1	15231748
Q8N726	P62081	Hprd	1	1	1	16582619
P13501	P01833	Hprd	2	2	1	11509627
Q9BXS5	P01833	Hprd	2	2	1	10809756
Q9Y5K6	Q13563	Hprd	1	1	1	10913159
P0C0L4	P02652	Hprd	2	2	1	7518568
O00165	Q13563	Hprd	1	1	1	10760273
Q04837	P54098	Hprd	2	2	1	10827171
P17612	P25054	Hprd	2	2	2	11050185, 11166179
P56715	P25054	Hprd	2	2	1	10188731
P17252	P15382	Hprd	2	2	1	1553557
Q8NCW5	P02652	Hprd	2	2	1	11991719
P16389	P50549	Hprd	2	2	4	12569367, 12917345, 12213813, 11551945
O14490	P22459	Hprd	2	2	1	9024696
Q9NSN8	P22459	Hprd	2	2	1	11352924
P98164	P02766	Hprd	2	2	1	10982792
Q13219	Q13219	Hprd	2	2	1	10913121
P19429	Q13219	Hprd	2	2	1	12626203
Q92622	O15198	Hprd	1	1	1	15231748
P17600	P35080	Hprd	2	2	1	9463375
Q05193	P35080	Hprd	2	2	1	9463375
P50570	P07737	Hprd	2	2	1	12419186
Q7Z5R6	P07737	Hprd	1	1	1	15469846
Q8TF74	P07737	Hprd	2	2	1	12213210
Q6VMQ6	P08729	Hprd	1	1	1	15231748
P32004	P04156	Hprd	2	2	1	15146195
Q03135	P04156	Hprd	2	2	1	10988071
O15394	P04156	Hprd	2	2	1	15146195
Q05193	P04156	Hprd	2	2	1	15146195
O00213	P04156	Hprd	2	2	1	15146195
O75077	P04156	Hprd	2	2	1	15146195
Q14515	P04156	Hprd	2	2	1	15146195
P07237	P04156	Hprd	2	2	1	15146195
Q12860	P04156	Hprd	2	2	1	15146195
Q14982	P04156	Hprd	2	2	1	15146195
Q15223	P04156	Hprd	2	2	1	15146195
Q13449	P04156	Hprd	2	2	1	15146195
O94985	P04156	Hprd	2	2	1	15146195
Q16653	P04156	Hprd	2	2	1	15146195
O43414	P04156	Hprd	2	2	1	11571277
Q02779	P35232	Hprd	2	2	1	9629920
P0DMV8	P04114	Hprd	2	2	1	9252351
P0DMV9	P04114	Hprd	2	2	1	9252351
Q5JVG2	O15198	Hprd	1	1	1	15231748
P98164	P01308	Hprd	2	2	1	9773776
P01920	P01308	Hprd	2	2	1	11376336
Q96C24	P01308	Hprd	2	2	1	10497219
P01906	P01308	Hprd	2	2	1	11376336
P07900	P04114	Hprd	2	2	1	11333259
P53999	P12004	Hprd	1	1	1	11313979
Q00534	P12004	Hprd	2	2	1	9667749
O75293	P12004	Hprd	1	1	1	10828065
Q96SQ5	O15198	Hprd	1	1	1	15231748
Q5QJE6	P12004	Hprd	2	2	1	12786946
Q9BVC3	P12004	Hprd	2	2	1	12766176
Q9NP87	P12004	Hprd	2	2	1	11724965
P52735	P16471	Hprd	2	2	1	15618286
P98164	P04114	Hprd	2	2	1	10330424
Q9NSE2	P16471	Hprd	2	2	1	11713228
P51956	P16471	Hprd	2	2	1	15618286
P61981	P16471	Hprd	2	2	1	12819209
Q99705	P20382	Hprd	2	2	2	11478907, 11839762
Q969V1	P20382	Hprd	2	2	5	11416225, 11404457, 11274220, 11478907, 11839762
P04062	P07602	Hprd	2	2	1	7613473
P07288	P04279	Hprd	2	2	2	11027412, 9092810
Q16819	P01189	Hprd	2	2	1	11278902
Q01718	P01189	Hprd	2	2	1	12213892
P00734	P04070	Hprd	2	2	1	2544585
P07204	P04070	Hprd	2	2	2	11106601, 12588872
P04070	P12259	Hprd	2	2	3	1615482, 7989361, 10026263
P00451	P04070	Hprd	2	2	2	1939075, 1761551
P00734	P02760	Hprd	2	2	1	9183005
P42574	P19525	Hprd	2	2	1	11555640
P55210	P19525	Hprd	2	2	1	11555640
Q14790	P19525	Hprd	2	2	1	11555640
P11142	P04114	Hprd	2	2	1	9694898
P63000	P19525	Hprd	2	2	1	7738010
P58753	P19525	Hprd	2	2	1	11526399
Q9H9S3	P04114	Hprd	2	2	1	9565615
Q96SI9	P19525	Hprd	2	2	1	10684936
Q15349	Q02750	Hprd	2	2	1	8939914
Q13114	Q02750	Hprd	2	2	1	8626767
Q02750	P55211	Hprd	2	2	1	12792650
Q13153	Q02750	Hprd	2	2	1	9351825
Q02750	O75676	Hprd	2	2	1	10806207
Q99829	Q02750	Hprd	2	2	1	12522145
Q96A23	Q02750	Hprd	2	2	1	12522145
P48357	P05090	Hprd	1	1	1	11344130
Q02750	Q9NVD7	Hprd	2	2	1	15353548
P17252	Q06124	Hprd	2	2	1	11781100
P05771	Q06124	Hprd	2	2	1	11781100
P35590	Q06124	Hprd	2	2	1	10949653
Q06124	P42224	Hprd	2	2	1	12270932
P29353	Q06124	Hprd	2	2	1	10650943
Q06124	O43597	Hprd	2	2	1	15031289
Q06124	Q00839	Hprd	2	2	1	8943344
O75553	Q06124	Hprd	2	2	1	15062102
P07858	P02649	Hprd	2	2	1	12057992
O14654	Q06124	Hprd	2	2	1	12774026
Q9Y286	Q06124	Hprd	2	2	1	10499918
O43707	Q06124	Hprd	2	2	1	11382784
Q06124	Q14764	Hprd	2	2	2	15133037, 15588985
P24723	Q06124	Hprd	2	2	1	11781100
Q9NWQ8	Q06124	Hprd	2	2	1	10790433
Q14511	Q06124	Hprd	2	2	1	8879209
Q96PQ1	Q06124	Hprd	1	1	1	11328818
P00734	P07225	Hprd	2	2	1	12490286
P00742	P07225	Hprd	2	2	2	8146182, 12490286
Q06418	P07225	Hprd	2	2	1	8641360
P24821	P23467	Hprd	2	2	1	11313993
P78357	P23467	Hprd	2	2	1	9118959
P29350	P12931	Hprd	2	2	3	12468645, 8647855, 9261115
P04156	P02649	Hprd	2	2	1	15146195
P10912	P29350	Hprd	2	2	1	9632636
Q99704	P29350	Hprd	2	2	1	10585470
O14654	P29350	Hprd	2	2	1	12774026
Q9UMR7	P29350	Hprd	2	2	1	11178971
P29350	Q86UP6	Hprd	2	2	2	12361947, 15588985
P29350	Q9UKJ0	Hprd	1	1	1	9632768
Q96PQ1	P29350	Hprd	1	1	1	11328818
Q8WTV0	P02649	Hprd	2	2	1	12138091
P29350	Q12918	Hprd	2	2	1	10229828
P28827	P18433	Hprd	1	1	1	10777529
Q05655	P18433	Hprd	2	2	2	11676480, 11923305
P10586	P18433	Hprd	1	1	1	10777529
Q13332	P18433	Hprd	2	2	1	10777529
P23468	P18433	Hprd	1	1	1	10777529
P18031	P28482	Hprd	2	2	1	12082107
P62070	P18031	Hprd	2	2	1	11788587
P35754	P18031	Hprd	2	2	1	10350489
Q13526	P18031	Hprd	2	2	1	9499405
Q86W92	P28827	Hprd	2	2	1	9624153
P68400	P27695	Hprd	2	2	1	10023679
Q9C010	P22694	Hprd	2	2	1	7684369
P47872	P13861	Hprd	2	2	1	9506976
Q02383	P13861	Hprd	2	2	1	12399526
P51817	P13861	Hprd	2	2	1	10026146
O43572	P13861	Hprd	2	2	1	9326583
Q8NFP9	P13861	Hprd	2	2	1	11102458
Q8TBZ2	P13861	Hprd	1	1	1	12151104
Q14191	P31321	Hprd	1	1	1	12067711
Q9ULJ8	P31321	Hprd	2	2	1	12052877
P12956	P27695	Hprd	2	2	1	8621488
Q5JQC9	P31323	Hprd	1	1	1	9852104
P31323	Q14847	Hprd	2	2	1	12571245
O43572	P31323	Hprd	2	2	1	9326583
Q8NFP9	P31323	Hprd	2	2	1	11102458
P15531	P27695	Hprd	2	2	1	12524539
P07093	P00734	Hprd	2	2	1	12106474
P26583	P27695	Hprd	2	2	1	12524539
P13671	P00734	Hprd	2	2	1	3192535
P01042	P00734	Hprd	2	2	1	1652157
P00740	P00734	Hprd	2	2	1	15039440
P00734	Q16613	Hprd	2	2	1	11427721
P50452	P00734	Hprd	2	2	1	9402754
O00254	P00734	Hprd	2	2	1	12732212
Q96RI0	P00734	Hprd	2	2	1	12732212
P00734	O43488	Hprd	2	2	1	9576847
P00734	Q04756	Hprd	2	2	1	8226803
P03951	P00734	Hprd	2	2	1	1652157
P00734	P22891	Hprd	2	2	2	2040612, 1872862
P00734	P00749	Hprd	2	2	2	10996659, 8428004
Q15109	P23297	Hprd	2	2	1	11007787
P52907	P23297	Hprd	2	2	1	9803314
Q9HB71	P23297	Hprd	2	2	1	12042313
O60716	P16591	Hprd	2	2	1	12640114
P31946	P16591	Hprd	2	2	1	15324660
P16591	P0DP23	Hprd	2	2	3	10411641, 3350007, 3472906
P16591	P0DP24	Hprd	2	2	3	10411641, 3350007, 3472906
P16591	P0DP25	Hprd	2	2	3	10411641, 3350007, 3472906
P29322	P29322	Hprd	2	2	1	10498895
P52798	P29322	Hprd	2	2	1	10515610
Q13829	P29317	Hprd	2	2	1	7536959
Q13009	P29317	Hprd	2	2	1	14988728
P52798	P29317	Hprd	2	2	2	10607706, 8755474
P52797	P29317	Hprd	2	2	1	12907451
O43921	P29317	Hprd	2	2	1	8755474
Q07889	P43403	Hprd	2	2	1	7629168
P68366	P43403	Hprd	2	2	1	8530437
P43403	P51452	Hprd	2	2	1	12447358
Q14289	P43403	Hprd	2	2	1	10867021
P43403	Q9UQQ2	Hprd	2	2	1	9169414
Q96DU3	P43403	Hprd	2	2	1	8756661
P26045	P43403	Hprd	2	2	2	14672952, 15588985
Q8NET5	P43403	Hprd	2	2	1	15143214
P28482	P06400	Hprd	2	2	1	15489336
P28482	Q13285	Hprd	2	2	1	10230405
P28482	P10242	Hprd	2	2	1	8960373
P28482	P26651	Hprd	2	2	2	7768935, 95286626
Q16288	P28482	Hprd	2	2	2	11205744, 9973222
P43699	P28482	Hprd	2	2	1	10733581
P27695	O43423	Hprd	2	2	1	12524539
P28482	P51170	Hprd	2	2	1	11805112
P28482	Q13485	Hprd	2	2	1	12801888
Q14203	P27695	Hprd	1	1	1	9361024
P60983	P28482	Hprd	2	2	1	8639570
P50579	P28482	Hprd	2	2	1	15544353
P28482	Q07666	Hprd	2	2	1	12478298
O14788	P28482	Hprd	2	2	1	10635328
P28482	Q15788	Hprd	2	2	1	10660621
P28482	Q96SB3	Hprd	2	2	1	15728359
P51692	P28482	Hprd	2	2	1	10996427
P28482	P49795	Hprd	2	2	1	10993892
P28482	O43559	Hprd	1	1	1	15485655
P28482	P27708	Hprd	2	2	1	12438317
Q13643	P28482	Hprd	2	2	1	14729955
P28482	P50548	Hprd	2	2	1	10330152
P28482	Q9P1Z2	Hprd	2	2	1	15489336
P28482	Q8NHW3	Hprd	2	2	1	11416124
P28482	Q9NXR1	Hprd	2	2	1	12556484
P28482	P24046	Hprd	2	2	1	12175859
P31152	P31152	Hprd	2	2	1	1319925
Q05513	P17252	Hprd	2	2	3	12162751, 10339425, 8856079
P17252	P08100	Hprd	2	2	4	11498053, 11910029, 8617805, 9099669
P17252	P17844	Hprd	2	2	1	7525583
P47872	P17252	Hprd	2	2	1	9506976
P04279	P17252	Hprd	2	2	1	12399526
Q02383	P17252	Hprd	2	2	1	12399526
O14746	P17252	Hprd	2	2	1	9837921
P17252	P12931	Hprd	2	2	1	2996780
P17252	P04637	Hprd	2	2	3	9935181, 1454855, 9571186
Q8WVM7	O15198	Hprd	1	1	1	15231748
P17252	P18206	Hprd	2	2	1	11741957
P17252	P08034	Hprd	2	2	1	8390988
P17252	P27635	Hprd	2	2	2	9016777, 12138090
P51811	P17252	Hprd	2	2	1	9647734
P17252	Q05209	Hprd	2	2	1	7520867
P43405	P17252	Hprd	2	2	1	12881490
P17252	P60880	Hprd	2	2	1	12459461
P17252	O95644	Hprd	2	2	2	9072970, 12351631
P17252	O60479	Hprd	2	2	1	11343707
Q15746	P17252	Hprd	2	2	1	3160694
P17252	P51674	Hprd	2	2	1	12359212
P17252	Q13574	Hprd	2	2	2	12890670, 9716136
P17252	Q9UEY8	Hprd	2	2	1	11895774
Q99973	P17252	Hprd	2	2	1	9837921
P17252	P60983	Hprd	2	2	1	9030586
Q92888	P17252	Hprd	2	2	1	12754211
P17252	Q9UQ80	Hprd	2	2	1	11325528
P17252	Q92686	Hprd	2	2	1	8080473
P17252	Q05193	Hprd	2	2	1	10766777
P01024	Q07954	Hprd	2	2	1	10608878
P17252	P13569	Hprd	2	2	1	1377674
Q9NSE2	P17252	Hprd	2	2	1	12618484
P17252	Q99418	Hprd	2	2	1	10531036
P17252	P49802	Hprd	2	2	1	12077120
P17252	O00161	Hprd	2	2	1	12930825
P17252	Q16625	Hprd	2	2	1	11502742
P04003	Q07954	Hprd	2	2	1	11705989
P17252	Q15121	Hprd	2	2	1	9721757
Q03113	P17252	Hprd	2	2	1	8647866
P17252	P49795	Hprd	2	2	2	10760275, 10993892
P17252	Q86VB7	Hprd	1	1	1	11298324
P29279	Q07954	Hprd	2	2	1	14585398
P17252	Q9NQ66	Hprd	2	2	1	11278470
P17252	Q9UJY1	Hprd	2	2	1	11342557
P17252	P30086	Hprd	2	2	2	14654844, 12551925
P17252	P28329	Hprd	2	2	3	12486117, 10861222, 15381704
P06746	P17252	Hprd	2	2	1	2040602
P17252	P29966	Hprd	2	2	4	11930178, 8557118, 8034575, 2473066
P17252	Q13976	Hprd	2	2	1	12609995
P09958	Q07954	Hprd	2	2	2	8546712, 2112085
O95622	P17252	Hprd	2	2	2	8206971, 7759492
P17252	O60869	Hprd	2	2	1	10816571
O95810	P17252	Hprd	2	2	1	9566962
Q8WWG9	P17252	Hprd	2	2	1	12670483
P17252	O75689	Hprd	2	2	1	12893243
Q14134	P17252	Hprd	1	1	1	7644499
Q9NR12	P17252	Hprd	2	2	1	8940095
O00186	P17252	Hprd	2	2	1	10194441
P02788	Q07954	Hprd	2	2	1	1464627
P17252	P19429	Hprd	2	2	7	15134451, 14596793, 11904166, 9346285, 11121119, 2584239, 8798526
P17252	P24046	Hprd	2	2	2	12175859, 10779366
P28476	P17252	Hprd	2	2	1	9839716
P17252	Q13507	Hprd	2	2	1	9853757
P17252	Q13769	Hprd	2	2	1	15221008
P17252	P42262	Hprd	2	2	6	11466413, 10501226, 12805550, 11007883, 8848293, 12058067
P17252	P09429	Hprd	2	2	1	10617144
P17252	P10276	Hprd	2	2	1	12000751
P17252	P31431	Hprd	2	2	3	11916978, 9556568, 14670076
P17252	P45379	Hprd	1	1	2	8798526, 2584239
P05771	P55042	Hprd	2	2	2	7876254, 9677319
Q13813	P05771	Hprd	2	2	1	8163551
P05771	P04004	Hprd	2	2	1	9030777
O15259	Q14315	Hprd	1	1	1	12006559
Q02742	P05771	Hprd	2	2	1	12765965
Q13873	P05771	Hprd	2	2	1	15188402
P05771	Q9UQ80	Hprd	2	2	1	11325528
P05771	Q92686	Hprd	2	2	1	8080473
Q9NSE2	P05771	Hprd	2	2	1	12618484
P05771	Q99418	Hprd	2	2	1	10531036
O15399	P05771	Hprd	2	2	1	10862698
P05771	Q16625	Hprd	2	2	1	11502742
Q16659	P05771	Hprd	2	2	1	8626698
P56537	P05771	Hprd	1	1	1	14654845
P05771	P61764	Hprd	2	2	3	8631738, 12519779, 12950453
P05771	P30086	Hprd	2	2	2	14654844, 12551925
P46013	P05771	Hprd	2	2	1	10502411
Q9ULU4	P05771	Hprd	2	2	1	11003709
Q9NR12	P05771	Hprd	2	2	1	8940095
P05771	Q5JVS0	Hprd	2	2	1	14699138
Q05586	P05771	Hprd	2	2	1	10862698
P05771	P47870	Hprd	2	2	1	1321150
P05771	P18507	Hprd	2	2	1	1321150
P12931	Q02156	Hprd	2	2	1	11834516
P51911	Q02156	Hprd	2	2	1	9312127
P53618	Q02156	Hprd	2	2	1	11897493
Q02156	Q8NER1	Hprd	2	2	2	14523239, 11884385
O15399	Q02156	Hprd	2	2	1	10862698
O15530	Q02156	Hprd	2	2	3	11062054, 12640464, 10945988
Q05586	Q02156	Hprd	2	2	1	10862698
Q05513	Q05655	Hprd	2	2	2	11381116, 12162751
Q05655	Q15438	Hprd	2	2	1	11438522
Q05655	Q92793	Hprd	2	2	1	11463380
Q05655	Q16820	Hprd	2	2	1	12941954
Q05655	P48050	Hprd	2	2	2	10206975, 11713246
Q05655	P61978	Hprd	2	2	1	10329716
Q05655	Q01995	Hprd	2	2	1	11053353
Q05655	Q15080	Hprd	2	2	1	9804763
Q13362	Q05655	Hprd	2	2	1	11959144
P14625	Q07954	Hprd	2	2	1	11861214
Q05655	Q16658	Hprd	2	2	2	8999969, 8647875
Q05655	Q13887	Hprd	2	2	1	12682370
Q05655	P05198	Hprd	2	2	4	11555640, 10542257, 9819435, 1677563
Q05655	Q9NQ66	Hprd	2	2	1	11278470
Q05655	Q9Y243	Hprd	2	2	1	12162751
Q05655	P30086	Hprd	2	2	2	14654844, 12551925
Q05655	O15162	Hprd	2	2	1	10770950
Q05655	P48048	Hprd	2	2	1	8621594
Q05655	Q5JVS0	Hprd	2	2	1	14699138
P62136	Q05655	Hprd	2	2	1	11959144
P35813	Q05655	Hprd	2	2	1	11959144
P05129	P04004	Hprd	2	2	1	9030777
P31946	P05129	Hprd	2	2	1	14676191
P05129	Q9UQ80	Hprd	2	2	1	11325528
P05129	Q92686	Hprd	2	2	1	8080473
P05129	Q99418	Hprd	2	2	1	10531036
O15399	P05129	Hprd	2	2	1	10862698
P05129	Q16625	Hprd	2	2	1	11502742
P05129	P61764	Hprd	2	2	3	8631738, 12519779, 12950453
Q8ND90	P05129	Hprd	2	2	1	14676191
P45452	Q07954	Hprd	2	2	1	10514495
Q96HC4	P05129	Hprd	1	1	1	8940095
Q8TEW0	P05129	Hprd	2	2	1	14676191
Q9NPB6	P05129	Hprd	2	2	1	14676191
P05129	P30086	Hprd	2	2	2	14654844, 12551925
Q96L34	P05129	Hprd	2	2	1	14676191
P05129	Q5JVS0	Hprd	2	2	1	14699138
Q05586	P05129	Hprd	2	2	1	10862698
Q96A00	P05129	Hprd	2	2	1	15003508
P05129	Q9BYG5	Hprd	2	2	1	14676191
P21579	P63244	Hprd	2	2	1	1326322
Q13885	P63244	Hprd	2	2	1	12884273
Q9NRC1	P63244	Hprd	1	1	1	12809483
P17612	Q07954	Hprd	2	2	1	11158305
P42574	Q05513	Hprd	2	2	1	11016947
O00178	Q07954	Hprd	2	2	1	9820815
Q05513	O14920	Hprd	2	2	4	10195894, 9689078, 10779355, 10022904
O14654	Q05513	Hprd	2	2	1	12774026
Q8WU20	Q05513	Hprd	1	1	1	10383403
Q05513	P30086	Hprd	2	2	2	14654844, 12551925
O95622	Q05513	Hprd	2	2	1	8206971
P51511	Q07954	Hprd	2	2	1	14645246
P13727	Q05513	Hprd	2	2	4	11222751, 9748166, 14500673, 10357815
Q8N556	Q05513	Hprd	2	2	1	12134071
Q9NR12	Q05513	Hprd	2	2	1	8940095
Q05513	Q5JVS0	Hprd	2	2	1	14699138
P51512	Q07954	Hprd	2	2	1	14645246
Q02846	P04271	Hprd	2	2	1	15556616
P29274	P35609	Hprd	2	2	1	12837758
Q9ULZ9	Q07954	Hprd	2	2	1	14645246
Q9HB71	P04271	Hprd	2	2	1	12042313
Q15025	P04271	Hprd	1	1	1	9923610
Q15797	Q01844	Hprd	1	1	1	15231748
P09493	P29034	Hprd	2	2	1	9092943
P06753	P29034	Hprd	2	2	1	9092943
P07951	P29034	Hprd	2	2	1	9092943
P29400	P07093	Hprd	2	2	1	8006028
Q14031	P07093	Hprd	2	2	1	8006028
